idMso	Exists in Office Word 2010	Type in Office Word 2010	Label in Office Word 2010	Exists in Office Word 2013	Type in Office Word 2013	Label in Office Word 2013
StartOfRow	1	button	Start Of Row	1	button	Start Of Row
StartOfWindowExtend	1	button	Start Of Window Extend	1	button	Start Of Window Extend
StraightVertex	1	toggleButton	Straight Point	1	toggleButton	Straight Point
Strikethrough	1	toggleButton	Strikethrough	1	toggleButton	Strikethrough
StyleByExample	1	button	Style by Example	1	button	Style by Example
StyleEnforcementSettings	1	button	Style Enforcement Settings	1	button	Style Enforcement Settings
StyleGalleryClassic	1	comboBox	Style	1	comboBox	Style
StyleGalleryDialog	1	button	Style Gallery	1	button	Style Gallery
StyleNormal	1	button	Normal Style	1	button	Normal Style
StylesDialogClassic	1	button	Edit Cell Styles	1	button	Edit Cell Styles
StylesManageStyles	1	button	Manage Styles	1	button	Manage Styles
StylesModifyStyle	1	button	Modify Style	1	button	Modify Style
StylesPane	1	button	Styles	1	button	Styles
StylesPaneNewStyle	1	button	New Style	1	button	New Style
StylesRedefineStyle	1	button	Redefine Style	1	button	Redefine Style
StylesRenameStyle	1	button	Rename Style	1	button	Rename Style
StylesStyleInspector	1	toggleButton	Style Inspector	1	toggleButton	Style Inspector
StylesStyleSeparator	1	button	Style Separator	1	button	Style Separator
StylesStyleVisibility	1	button	Style Visibility	1	button	Style Visibility
StylisticSetsMenuWord	0			1	gallery	Stylistic Sets
SubdocumentOpen	1	button	Open Subdocument	1	button	Open Subdocument
Subscript	1	toggleButton	Subscript	1	toggleButton	Subscript
SummaryInformation	1	button	Summary Information	1	button	Summary Information
Superscript	1	toggleButton	Superscript	1	toggleButton	Superscript
SwapAllNotes	1	button	Edit Swap All Notes	1	button	Edit Swap All Notes
SymbolFont	1	button	Symbol Font	1	button	Symbol Font
SymbolInsertGallery	1	gallery	Symbol	1	gallery	Symbol
SymbolsDialog	1	button	More Symbols	1	button	More Symbols
SystemInformation	1	button	Microsoft System Info	1	button	Microsoft System Info
TabAddIns	1	tab	Add-Ins	1	tab	Add-Ins
TabBackgroundRemoval	1	tab	Background Removal	1	tab	Background Removal
TabBlogInsert	1	tab	Insert	1	tab	Insert
TabBlogPost	1	tab	Blog Post	1	tab	Blog Post
TabBroadcastPresentation	0			1	tab	Present Online
TabChartToolsDesign	1	tab	Design	1	tab	Design
TabChartToolsDesignNew	0			1	tab	Design
TabChartToolsFormat	1	tab	Format	1	tab	Format
TabChartToolsFormatNew	0			1	tab	Format
TabChartToolsLayout	1	tab	Layout	1	tab	Layout
TabConflicts	1	tab	Conflicts	1	tab	Conflicts
TabDeveloper	1	tab	Developer	1	tab	Developer
TabDiagramToolsFormatClassic	1	tab	Format	1	tab	Format
TabDrawingToolsFormat	1	tab	Format	1	tab	Format
TabDrawingToolsFormatClassic	1	tab	Format	1	tab	Format
TabEquationToolsDesign	1	tab	Design	1	tab	Design
TabHeaderAndFooterToolsDesign	1	tab	Design	1	tab	Design
TabHelp	0			1	tab	Account
TabHome	1	tab	Home	1	tab	Home
TabInfo	0			1	tab	Info
TabInkToolsPens	1	tab	Pens	1	tab	Pens
TabInsert	1	tab	Insert	1	tab	Insert
TabMailings	1	tab	Mailings	1	tab	Mailings
TabOfficeStart	0			1	tab	New
TabOrganizationChartToolsFormat	1	tab	Format	1	tab	Format
TabOutlining	1	tab	Outlining	1	tab	Outlining
TabPageLayoutWord	1	tab	Page Layout	1	tab	Page Layout
TabPictureToolsFormat	1	tab	Format	1	tab	Format
TabPictureToolsFormatClassic	1	tab	Format	1	tab	Format
TabPrint	0			1	tab	Print
TabPrintPreview	1	tab	Print Preview	1	tab	Print Preview
TabPublish	0			1	tab	Publish
TabRecent	0			1	tab	Open
TabReferences	1	tab	References	1	tab	References
TabReviewWord	1	tab	Review	1	tab	Review
TabSave	0			1	tab	Save As
TabSetChartTools	1	tabSet	Chart Tools	1	tabSet	Chart Tools
TabSetDiagramTools	1	tabSet	Diagram Tools	1	tabSet	Diagram Tools
TabSetDrawingTools	1	tabSet	Drawing Tools	1	tabSet	Drawing Tools
TabSetDrawingToolsClassic	1	tabSet	Drawing Tools	1	tabSet	Drawing Tools
TabSetEquationTools	1	tabSet	Equation Tools	1	tabSet	Equation Tools
TabSetHeaderAndFooterTools	1	tabSet	Header & Footer Tools	1	tabSet	Header & Footer Tools
TabSetInkTools	1	tabSet	Ink Tools	1	tabSet	Ink Tools
TabSetOrganizationChartTools	1	tabSet	Organization Chart Tools	1	tabSet	Organization Chart Tools
TabSetPictureTools	1	tabSet	Picture Tools	1	tabSet	Picture Tools
TabSetPictureToolsClassic	1	tabSet	Picture Tools	1	tabSet	Picture Tools
TabSetSmartArtTools	1	tabSet	SmartArt Tools	1	tabSet	SmartArt Tools
TabSetTableTools	1	tabSet	Table Tools	1	tabSet	Table Tools
TabSetTextBoxTools	1	tabSet	Text Box Tools	1	tabSet	Text Box Tools
TabSetWordArtTools	1	tabSet	WordArt Tools	1	tabSet	WordArt Tools
TabShare	0			1	tab	Share
TabSmartArtToolsDesign	1	tab	Design	1	tab	Design
TabSmartArtToolsFormat	1	tab	Format	1	tab	Format
TabTableToolsDesign	1	tab	Design	1	tab	Design
TabTableToolsLayout	1	tab	Layout	1	tab	Layout
TabTextBoxToolsFormat	1	tab	Format	1	tab	Format
TabView	1	tab	View	1	tab	View
TabWordArtToolsFormat	1	tab	Format	1	tab	Format
TabWordDesign	0			1	tab	Design
TableAutoFitContents	1	button	AutoFit Contents	1	button	AutoFit Contents
TableAutoFitFixedColumnWidth	1	button	Fixed Column Width	1	button	Fixed Column Width
TableAutoFitMenu	1	menu	AutoFit	1	menu	AutoFit
TableAutoFitWindow	1	button	AutoFit Window	1	button	AutoFit Window
TableAutoFormat	1	button	Table AutoFormat	1	button	Table AutoFormat
TableAutoFormatStyle	1	button	Table AutoFormat	1	button	Table AutoFormat
TableAutoFormatUpdate	1	button	Table Update AutoFormat	1	button	Table Update AutoFormat
TableBordersMenu	1	splitButton	Borders	1	splitButton	Borders
TableCellAlignBottom	1	toggleButton	Align Bottom	1	toggleButton	Align Bottom
TableCellAlignBottomCenter	1	toggleButton	Align Bottom Center	1	toggleButton	Align Bottom Center
TableCellAlignBottomLeft	1	toggleButton	Align Bottom Left	1	toggleButton	Align Bottom Left
TableCellAlignBottomRight	1	toggleButton	Align Bottom Right	1	toggleButton	Align Bottom Right
TableCellAlignCenterVertically	1	toggleButton	Center Vertically	1	toggleButton	Center Vertically
TableCellAlignMiddleCenter	1	toggleButton	Align Center	1	toggleButton	Align Center
TableCellAlignMiddleLeft	1	toggleButton	Align Center Left	1	toggleButton	Align Center Left
TableCellAlignMiddleRight	1	toggleButton	Align Center Right	1	toggleButton	Align Center Right
TableCellAlignTop	1	toggleButton	Align Top	1	toggleButton	Align Top
TableCellAlignTopCenter	1	toggleButton	Align Top Center	1	toggleButton	Align Top Center
TableCellAlignTopLeft	1	toggleButton	Align Top Left	1	toggleButton	Align Top Left
TableCellAlignTopRight	1	toggleButton	Align Top Right	1	toggleButton	Align Top Right
TableCellHeightWidth	1	button	Cell Height and Width	1	button	Cell Height and Width
TableCellNext	1	button	Next Cell	1	button	Next Cell
TableCellOptions	1	button	Cell Options	1	button	Cell Options
TableCellPrevious	1	button	Previous Cell	1	button	Previous Cell
TableCellVerticalAlignmentMenu	1	menu	Alignment	1	menu	Alignment
TableColumnSelect	1	button	Select Column	1	button	Select Column
TableColumnSelectWord	1	button	Column Select	1	button	Column Select
TableColumnWidth	1	control	Width	1	control	Width
TableColumnsDelete	1	button	Delete Columns	1	button	Delete Columns
TableColumnsDistribute	1	button	Distribute Columns	1	button	Distribute Columns
TableColumnsGallery	1	gallery	Columns	1	gallery	Columns
TableColumnsInsertLeft	1	button	Insert Left	1	button	Insert Left
TableColumnsInsertRight	1	button	Insert Right	1	button	Insert Right
TableDelete	1	button	Delete Table	1	button	Delete Table
TableDeleteRowsAndColumnsMenuWord	1	menu	Delete	1	menu	Delete
TableDrawBorderPenStyle	1	dropDown	Pen Style	1	dropDown	Pen Style
TableDrawBorderPenWeight	1	dropDown	Pen Weight	1	dropDown	Pen Weight
TableDrawTable	1	toggleButton	Draw Table	1	toggleButton	Draw Table
TableEraser	1	toggleButton	Eraser	1	toggleButton	Eraser
TableExcelSpreadsheetInsert	1	button	Excel Spreadsheet	1	button	Excel Spreadsheet
TableFind	1	button	Find	1	button	Find
TableFormulaDialog	1	button	Formula	1	button	Formula
TableInsertCellsDialog	1	button	Insert Cells	1	button (dialogBoxLauncher)	Insert Cells
TableInsertDialogWord	1	button	Insert Table	1	button	Insert Table
TableInsertGallery	1	gallery	Table	1	gallery	Table
TableInsertMultidiagonalCell	0			1	button	Insert Multidiagonal Cell
TableOfAuthoritiesEditCategory	1	button	Edit TOA Category	1	button	Edit TOA Category
TableOfAuthoritiesInsert	1	button	Insert Table of Authorities	1	button	Insert Table of Authorities
TableOfAuthoritiesUpdate	1	button	Update Table	1	button	Update Table
TableOfContentsAddTextGallery	1	gallery	Add Text	1	gallery	Add Text
TableOfContentsDialog	1	button	Insert Table of Contents	1	button	Custom Table of Contents
TableOfContentsGallery	1	gallery	Table of Contents	1	gallery	Table of Contents
TableOfContentsInFrame	1	button	Table of Contents in Frame	1	button	Table of Contents in Frame
TableOfContentsMarkEntry	1	button	Mark Entry	1	button	Mark Entry
TableOfContentsRebuild	1	button	Rebuild Table of Contents	1	button	Rebuild Table of Contents
TableOfContentsRemove	1	button	Remove Table of Contents	1	button	Remove Table of Contents
TableOfContentsUpdate	1	button	Update Table	1	button	Update Table
TableOfContentsUpdateClassic	1	button	Update Table of Contents	1	button	Update Table of Contents
TableOfFiguresInsert	1	button	Insert Table of Figures	1	button	Insert Table of Figures
TableOfFiguresUpdate	1	button	Update Table	1	button	Update Table
TableOptionsDialog	1	button	Cell Margins	1	button	Cell Margins
TablePaintBorder	0			1	toggleButton	Border Painter
TablePropertiesDialog	1	button	Properties	1	button	Properties
TableRepeatHeaderRows	1	toggleButton	Repeat Header Rows	1	toggleButton	Repeat Header Rows
TableRowHeight	1	control	Height	1	control	Height
TableRowSelect	1	button	Select Row	1	button	Select Row
TableRowsDelete	1	button	Delete Rows	1	button	Delete Rows
TableRowsDistribute	1	button	Distribute Rows	1	button	Distribute Rows
TableRowsInsertAboveWord	1	button	Insert Above	1	button	Insert Above
TableRowsInsertBelowWord	1	button	Insert Below	1	button	Insert Below
TableRowsInsertWord	1	button	Insert Rows	1	button	Insert Rows
TableRowsOrColumnsDistribute	1	button	Distribute Rows/Columns	1	button	Distribute Rows/Columns
TableRowsOrColumnsOrCellsDelete	1	button	Delete Rows/Columns/Cells	1	button	Delete Rows/Columns/Cells
TableRowsOrColumnsOrCellsInsert	1	button	Insert Table	1	button	Insert Table
TableSampleBorder	0			1	toggleButton	Border Sampler
TableSelect	1	button	Select Table	1	button	Select Table
TableSelectCell	1	button	Select Cell	1	button	Select Cell
TableSelectMenu	1	menu	Select	1	menu	Select
TableShowGridlines	1	toggleButton	View Gridlines	1	toggleButton	View Gridlines
TableSplitTable	1	button	Split Table	1	button	Split Table
TableStyleBandedColumnsWord	1	checkBox	Banded Columns	1	checkBox	Banded Columns
TableStyleBandedRowsWord	1	checkBox	Banded Rows	1	checkBox	Banded Rows
TableStyleClear	1	button	Clear	1	button	Clear
TableStyleHeaderRowWord	1	checkBox	Header Row	1	checkBox	Header Row
TableStyleLastColumnWord	1	checkBox	Last Column	1	checkBox	Last Column
TableStyleModify	1	button	Modify Table Style	1	button	Modify Table Style
TableStyleTotalRowWord	1	checkBox	Total Row	1	checkBox	Total Row
TableStylesFirstColumnWord	1	checkBox	First Column	1	checkBox	First Column
TableStylesGalleryWord	1	gallery	Table Styles	1	gallery	Table Styles
TableWrapping	1	button	Table Wrapping	1	button	Table Wrapping
TabsDialog	1	button	Tabs	1	button	Tabs
TextAlignCenter	1	toggleButton	Center	1	toggleButton	Center
TextAlignGallery	1	gallery	Align Text	1	gallery	Align Text
TextAlignLeft	1	toggleButton	Left Align	1	toggleButton	Left Align
TextAlignLetterJustify	1	toggleButton	Letter Justify	1	toggleButton	Letter Justify
TextAlignMenu	1	menu	Alignment	1	menu	Alignment
TextAlignRight	1	toggleButton	Right Align	1	toggleButton	Right Align
TextAlignStretchJustify	1	toggleButton	Stretch Justify	1	toggleButton	Stretch Justify
TextAlignWordJustify	1	toggleButton	Word Justify	1	toggleButton	Word Justify
TextAllCaps	1	toggleButton	All Caps	1	toggleButton	All Caps
TextBoxAutosize	1	button	Autosize textbox	1	button	Autosize textbox
TextBoxConvertToFrame	1	button	Convert Text Box To Frame	1	button	Convert Text Box To Frame
TextBoxDrawMenu	1	menu	Draw Text Box	1	menu	Draw Text Box
TextBoxInsert	1	button	Text Box	1	button	Text Box
TextBoxInsertExcel	1	toggleButton	Text Box	0		
TextBoxInsertGallery	1	gallery	Text Box	1	gallery	Text Box
TextBoxInsertHorizontal	1	toggleButton	Horizontal Text Box	1	toggleButton	Horizontal Text Box
TextBoxInsertMenu	1	splitButton	Text Box	1	splitButton	Text Box
TextBoxInsertVertical	1	toggleButton	Vertical Text Box	1	toggleButton	Vertical Text Box
TextBoxInsertVerticalWord	1	button	Draw Vertical Text Box	1	button	Draw Vertical Text Box
TextBoxInsertWord	1	button	Text Box	1	button	Text Box
TextBoxLinkBreak	1	button	Break Link	1	button	Break Link
TextBoxLinkCreate	1	button	Create Link	1	button	Create Link
TextBoxNextLinked	1	button	Next Text Box	1	button	Next Text Box
TextBoxPositionGallery	1	gallery	Position	1	gallery	Position
TextBoxPreviousLinked	1	button	Previous Text Box	1	button	Previous Text Box
TextBoxStyleGallery	1	gallery	Text Box Style	1	gallery	Text Box Style
TextBoxWordClassic	1	button	Text Box	1	button	Text Box
TextDirection	1	button	Text Direction	1	button	Text Direction
TextDirectionGallery	0			1	gallery	Text Direction
TextDirectionGalleryWord	1	gallery	Text Direction	1	gallery	Text Direction
TextDirectionLeftToRight	1	toggleButton	Left-to-Right	1	toggleButton	Left-to-Right
TextDirectionOptionsDialog	1	button	Text Direction Options	1	button	Text Direction Options
TextDirectionRightToLeft	1	toggleButton	Right-to-Left	1	toggleButton	Right-to-Left
TextEditModeExit	1	button	Exit Edit Text	1	button	Exit Edit Text
TextEffectGlowGallery	1	gallery	Glow	1	gallery	Glow
TextEffectShadowGallery	1	gallery	Shadow	1	gallery	Shadow
TextEffectTransformGallery	1	gallery	Transform	1	gallery	Transform
TextEffects3DRotationGallery	1	gallery	3-D Rotation	1	gallery	3-D Rotation
TextEffects3DRotationOptionsDialog	1	button	3-D Rotation Options	1	button	3-D Rotation Options
TextEffectsBevelMore3DOptionsDialog	1	button	3-D Options	1	button	3-D Options
TextEffectsGallery	0			1	gallery	Text Effects and Typography
TextEffectsGlowsMoreOptions	0			1	button	Glow Options
TextEffectsMenu	1	menu	Text Effects	1	menu	Text Effects
TextEffectsMoreGlowsDialog	1	button	Glow Options	0		
TextEffectsMoreReflectionsDialog	1	button	Reflection Options	0		
TextEffectsMoreShadowsDialog	1	button	Shadow Options	1	button	Shadow Options
TextEffectsReflectionsMoreOptions	0			1	button	Reflection Options
TextFillColorMoreColorsDialog	1	button	More Fill Colors	1	button	More Fill Colors
TextFillColorPicker	1	gallery	Text Fill	1	gallery	Text Fill
TextFillGradientGallery	1	gallery	Gradient	1	gallery	Gradient
TextFillMoreGradientsDialog	1	button	More Gradients	1	button	More Gradients
TextFillMoreTextures	1	button	More Textures	1	button	More Textures
TextFillTextureGallery	1	gallery	Texture	1	gallery	Texture
TextFromFileInsert	1	button	Text from File	1	button	Text from File
TextGlowColorMoreColorsDialog	1	button	More Colors	1	button	More Colors
TextGlowColorPicker	1	gallery	More Glow Colors	1	gallery	More Glow Colors
TextHighlightColorPicker	1	gallery	Text Highlight Color	1	gallery	Text Highlight Color
TextOutlineColorMoreColorsDialog	1	button	More Outline Colors	1	button	More Outline Colors
TextOutlineColorPicker	1	gallery	Text Outline	1	gallery	Text Outline
TextOutlineColorPickerAlternate	0			1	gallery	Text Outline
TextOutlineDashesGallery	1	gallery	Dashes	1	gallery	Dashes
TextOutlineMoreLinesDialog	1	button	More Lines	1	button	More Lines
TextOutlineWeightGallery	1	gallery	Weight	1	gallery	Weight
TextPictureFill	1	button	Picture	1	button	Picture
TextReflectionGallery	1	gallery	Reflection	1	gallery	Reflection
TextSmallCaps	1	toggleButton	Small Caps	1	toggleButton	Small Caps
TextStylesGallery	1	gallery	Quick Styles	1	gallery	Quick Styles
TextToOrFromTable	1	button	Text to/from Table	1	button	Text to/from Table
TextWrapGallery	1	gallery	Wrap Text	1	gallery	Wrap Text
TextWrappingBehindText	1	toggleButton	Behind Text	1	toggleButton	Behind Text
TextWrappingEditWrapPoints	1	toggleButton	Edit Wrap Points	1	toggleButton	Edit Wrap Points
TextWrappingInFrontOfText	1	toggleButton	In Front of Text	1	toggleButton	In Front of Text
TextWrappingInLineWithText	1	toggleButton	In Line with Text	1	toggleButton	In Line with Text
TextWrappingMenu	1	menu	Text Wrapping	1	menu	Text Wrapping
TextWrappingNoneClassic	1	toggleButton	None	1	toggleButton	None
TextWrappingSquare	1	toggleButton	Square	1	toggleButton	Square
TextWrappingThrough	1	toggleButton	Through	1	toggleButton	Through
TextWrappingTight	1	toggleButton	Tight	1	toggleButton	Tight
TextWrappingTopAndBottom	1	toggleButton	Top and Bottom	1	toggleButton	Top and Bottom
ThemeBrowseForThemes	1	button	Browse for Themes	1	button	Browse for Themes
ThemeColorsCreateNew	1	button	Create New Theme Colors	1	button	Customize Colors
ThemeColorsGallery	1	gallery	Colors	1	gallery	Colors
ThemeEffectsGallery	1	gallery	Effects	1	gallery	Effects
ThemeFontsCreateNew	1	button	Create New Theme Fonts	1	button	Customize Fonts
ThemeFontsGallery	1	gallery	Fonts	1	gallery	Fonts
ThemeResetFromTemplate	1	button	Reset to Theme from Template	1	button	Reset to Theme from Template
ThemeSaveCurrent	1	button	Save Current Theme	1	button	Save Current Theme
ThemeSearchOfficeOnline	1	button	Enable Content Updates from Office Online	1	button	Enable Content Updates from Office.com
ThemesGallery	1	gallery	Themes	1	gallery	Themes
Thesaurus	1	button	Thesaurus	1	button	Thesaurus
ThesaurusClassic	1	button	Thesaurus	1	button	Thesaurus
ThirdCorrectionAlternative	0			1	button	(No Suggestion)
ToggleNavigationPane	1	checkBox	Navigation Pane	0		
TogglePointerMode	0			1	toggleButton	Touch Mode
ToggleXmlMappingPane	0			1	button	XML Mapping Pane
TrackChangesAdvancedOptions	0			1	button	Track Changes Advanced Options
Translate	1	button	Translate	1	button	Translate
TranslateDocument	1	button	Translate Document	1	button	Translate Document
TranslateMenu	0			1	menu	Translate
TranslateRibbonMenu	1	menu	Translate	0		
TranslateSelected	0			1	button	Translate
TranslateToSimplifiedChinese	1	button	Simplified	1	button	Simplified
TranslateToTraditionalChinese	1	button	Traditional	1	button	Traditional
TranslationLanguageOptions	0			1	button	Choose Translation Language
TranslationPane	1	button	Translate	1	button	Translate
UnHang	1	button	Un Hang	1	button	Un Hang
Underline	1	toggleButton	Underline	1	toggleButton	Underline
UnderlineColorMoreColorsDialog	1	button	More Colors	1	button	More Colors
UnderlineColorPicker	1	gallery	Underline Color	1	gallery	Underline Color
UnderlineDotted	1	toggleButton	Dotted Underline	1	toggleButton	Dotted Underline
UnderlineDouble	1	toggleButton	Double Underline	1	toggleButton	Double Underline
UnderlineGallery	1	gallery	Underline	1	gallery	Underline
UnderlineMoreUnderlinesDialog	1	button	More Underlines	1	button	More Underlines
UnderlineWords	1	button	Word Underline	1	button	Word Underline
Undo	1	gallery	Undo	1	gallery	Undo
UpdateSource	1	button	Update Source	1	button	Update Source
UpgradeDocument	1	button	Convert	1	button	Convert
UsagePermissions	0			1	button	View Permission
ViewDocumentActionsPane	1	toggleButton	Document Actions	1	toggleButton	Document Actions
ViewDocumentMap	1	checkBox	Document Map	1	checkBox	Document Map
ViewDraftView	1	toggleButton	Draft	1	toggleButton	Draft
ViewFullScreenReadingView	1	toggleButton	Full Screen Reading	1	toggleButton	Read Mode
ViewFullScreenView	1	button	Full Screen	1	button	Full Screen
ViewGridlines	0			1	checkBox	View Gridlines
ViewGridlinesWord	1	checkBox	View Gridlines	1	checkBox	View Gridlines
ViewMasterDocumentViewClassic	1	button	Master Document Tools	1	button	Master Document Tools
ViewMessageBar	1	checkBox	Message Bar	1	checkBox	Message Bar
ViewOnlineLayoutViewClassic	1	button	Online Layout	1	button	Online Layout
ViewOutlineView	1	toggleButton	Outline	1	toggleButton	Outline
ViewPrintLayoutView	1	toggleButton	Print Layout	1	toggleButton	Print Layout
ViewRulerWord	1	checkBox	Ruler	1	checkBox	Ruler
ViewThumbnails	1	checkBox	Thumbnails	1	checkBox	Thumbnails
ViewVisualBasicCode	1	button	View Code	1	button	View Code
ViewWebLayoutView	1	toggleButton	Web Layout	1	toggleButton	Web Layout
VisualBasic	1	button	Visual Basic	1	button	Visual Basic
VoiceInsert	1	button	Voice Comment	1	button	Voice Comment
VoiceInsertInComment	1	button	Insert Voice	1	button	Insert Voice
WatermarkCustomDialog	1	button	Custom Watermark	1	button	Custom Watermark
WatermarkGallery	1	gallery	Watermark	1	gallery	Watermark
WatermarkRemove	1	button	Remove Watermark	1	button	Remove Watermark
WebComponent	1	button	Web Component	1	button	Web Component
WebControlCheckBox	1	button	Checkbox	1	button	Checkbox
WebControlDropDownBox	1	button	Drop-Down Box	1	button	Drop-Down Box
WebControlHidden	1	button	Hidden	1	button	Hidden
WebControlListBox	1	button	List Box	1	button	List Box
WebControlOptionButton	1	button	Option Button	1	button	Option Button
WebControlPassword	1	button	Password	1	button	Password
WebControlReset	1	button	Reset	1	button	Reset
WebControlSubmit	1	button	Submit	1	button	Submit
WebControlSubmitWithImage	1	button	Submit with Image	1	button	Submit with Image
WebControlTextArea	1	button	Text Area	1	button	Text Area
WebControlTextBox	1	button	Textbox	1	button	Textbox
WebDesignMode	1	toggleButton	Web Design Mode	1	toggleButton	Web Design Mode
WebGoBack	1	button	Back	1	button	Back
WebGoForward	1	button	Forward	1	button	Forward
WebOpenInNewWindow	1	button	Open in New Window	1	button	Open in New Window
WebOptionsDialog	1	button	Web Options	1	button	Web Options
WebPagePreview	1	button	Web Page Preview	1	button	Web Page Preview
WhiteSpaceBetweenPagesShowHide	1	button	White Space Between Pages	1	button	White Space Between Pages
WhoIs	1	button	Who Is	1	button	Who Is
WindowClose	1	button	Close	1	button	Close
WindowMaximizeAll	1	button	Maximize All	1	button	Maximize All
WindowMinimize	1	button	Minimize	1	button	Minimize
WindowMinimizeAll	1	button	Minimize All	1	button	Minimize All
WindowMoreWindowsDialog	1	toggleButton	More Windows	1	toggleButton	More Windows
WindowMove	1	button	Move	1	button	Move
WindowMoveAll	1	button	Move All	1	button	Move All
WindowNew	1	button	New Window	1	button	New Window
WindowNext	1	button	Next Window	1	button	Next Window
WindowOtherPane	1	button	Other Pane	1	button	Other Pane
WindowPrevious	1	button	Previous Window	1	button	Previous Window
WindowResetPosition	1	button	Reset Window Position	1	button	Reset Window Position
WindowRestore	1	button	Restore	1	button	Restore
WindowRestoreAll	1	button	Restore All	1	button	Restore All
WindowSideBySide	1	toggleButton	View Side by Side	1	toggleButton	View Side by Side
WindowSideBySideSynchronousScrolling	1	toggleButton	Synchronous Scrolling	1	toggleButton	Synchronous Scrolling
WindowSize	1	button	Size	1	button	Size
WindowSizeAll	1	button	Size All	1	button	Size All
WindowSplit	1	button	Split	1	button	Split
WindowSwitchWindowsMenuWord	1	menu	Switch Windows	1	menu	Switch Windows
WindowsArrangeAll	1	button	Arrange All	1	button	Arrange All
WordArtChangeShapeGallery	1	gallery	Change Shape	1	gallery	Change Shape
WordArtClear	1	button	Clear WordArt	1	button	Clear WordArt
WordArtEditTextClassic	1	button	Edit Text	1	button	Edit Text
WordArtEvenTextHeightClassic	1	toggleButton	Even Height	1	toggleButton	Even Height
WordArtFormatDialog	1	button	Format Text Effects	1	button	Format Text Effects
WordArtInsertDialogClassic	1	button	WordArt Gallery	1	button	WordArt Gallery
WordArtInsertGallery	1	gallery	WordArt	1	gallery	WordArt
WordArtInsertGalleryClassic	1	gallery	WordArt	1	gallery	WordArt
WordArtSpacingKernCharacterPairs	1	toggleButton	Kern Character Pairs	1	toggleButton	Kern Character Pairs
WordArtSpacingLoose	1	toggleButton	Loose	1	toggleButton	Loose
WordArtSpacingMenu	1	menu	Spacing	1	menu	Spacing
WordArtSpacingNormal	1	toggleButton	Normal	1	toggleButton	Normal
WordArtSpacingTight	1	toggleButton	Tight	1	toggleButton	Tight
WordArtSpacingVeryLoose	1	toggleButton	Very Loose	1	toggleButton	Very Loose
WordArtSpacingVeryTight	1	toggleButton	Very Tight	1	toggleButton	Very Tight
WordArtStylesGalleryClassic	1	gallery	WordArt	1	gallery	WordArt
WordArtVerticalText	1	toggleButton	Vertical Text	1	toggleButton	Vertical Text
WordCount	1	button	Word Count	1	button	Word Count
WordCountRecount	1	button	Recount	1	button	Recount
WordLeft	1	button	Word Left	1	button	Word Left
WordLeftExtend	1	button	Word Left Extend	1	button	Word Left Extend
WordPicture	1	button	Word Picture	1	button	Word Picture
WordRight	1	button	Word Right	1	button	Word Right
WordRightExtend	1	button	Word Right Extend	1	button	Word Right Extend
Workflow	0			1	category	
WorkflowStart	0			1	task	
WorkflowsUnavailable	0			1	task	
XmlExpansionPacksWord	1	button	Expansion Packs	1	button	Expansion Packs
XmlOptionsDialog	1	button	XML Options	1	button	XML Options
XmlSchema	1	button	Schema	1	button	Schema
XmlStructure	1	toggleButton	Structure	1	toggleButton	Structure
XmlToggleTagView	1	button	Toggle XML Tag View	1	button	Toggle XML Tag View
XmlTransformation	1	toggleButton	Transformation	1	toggleButton	Transformation
XmlViewStructure	1	button	View XML Structure	1	button	View XML Structure
Zoom100	1	button	Zoom 100%	1	button	Zoom 100%
Zoom200	1	button	View Zoom200	1	button	View Zoom200
Zoom75	1	button	View Zoom75	1	button	View Zoom75
ZoomClassic	1	button	Zoom	1	button	Zoom
ZoomCurrent100	1	button	100%	1	button	100%
ZoomDialog	1	button	Zoom	1	button	Zoom
ZoomOnePage	1	button	One Page	1	button	One Page
ZoomPageWidth	1	button	Page Width	1	button	Page Width
ZoomTwoPages	1	button	Two Pages	1	button	Multiple Pages
